#count,ecpfht-arf,ecpfarf-arf,sarf-arf
1000,3.799999999999997,5.3999999999999915,0.0
2000,7.000000000000014,10.500000000000014,0.0
3000,8.700000000000003,12.599999999999994,0.19999999999998863
4000,11.800000000000011,15.500000000000014,2.1999999999999886
5000,15.000000000000014,18.500000000000014,4.09999999999998
6000,16.80000000000001,20.30000000000001,5.499999999999972
7000,17.900000000000006,21.60000000000001,7.299999999999969
8000,19.400000000000006,23.60000000000001,9.099999999999966
9000,19.500000000000014,24.800000000000026,10.299999999999997
10000,21.60000000000001,26.40000000000002,12.300000000000011
11000,23.000000000000014,27.200000000000017,13.300000000000011
12000,24.90000000000002,28.90000000000002,15.100000000000023
13000,26.700000000000017,30.100000000000023,16.20000000000003
14000,27.900000000000034,31.900000000000034,18.10000000000005
15000,28.30000000000004,32.80000000000004,19.100000000000065
16000,28.500000000000043,32.80000000000004,19.600000000000065
17000,29.300000000000054,33.700000000000045,20.50000000000007
18000,29.20000000000006,34.30000000000004,21.200000000000088
19000,28.900000000000077,34.90000000000005,21.5000000000001
20000,28.60000000000008,35.40000000000005,21.900000000000105
21000,28.700000000000074,36.200000000000045,22.400000000000105
22000,29.000000000000057,36.70000000000002,22.400000000000063
23000,28.70000000000006,36.90000000000002,22.500000000000057
24000,29.20000000000006,36.90000000000002,22.90000000000005
25000,28.300000000000068,37.10000000000004,23.10000000000005
26000,27.400000000000077,38.00000000000004,23.60000000000005
27000,27.600000000000094,38.50000000000007,23.700000000000074
28000,26.600000000000094,38.200000000000074,23.900000000000063
29000,24.40000000000009,38.50000000000007,24.400000000000063
30000,24.90000000000009,39.30000000000007,24.70000000000006
31000,25.500000000000085,40.20000000000006,25.10000000000008
32000,23.90000000000009,40.40000000000006,25.500000000000085
33000,21.700000000000088,40.80000000000007,25.700000000000088
34000,20.800000000000068,41.10000000000005,26.300000000000068
35000,21.50000000000007,41.90000000000005,26.700000000000074
36000,21.200000000000088,41.50000000000007,26.700000000000088
37000,20.200000000000088,41.700000000000074,26.90000000000009
38000,19.200000000000102,42.10000000000008,27.300000000000097
39000,18.90000000000009,43.100000000000065,27.800000000000082
40000,20.30000000000014,43.60000000000011,28.400000000000134
41000,22.500000000000156,44.300000000000125,29.10000000000015
42000,23.300000000000182,44.80000000000015,29.400000000000162
43000,24.200000000000188,45.40000000000015,29.800000000000168
44000,24.800000000000196,45.90000000000015,29.900000000000176
45000,25.50000000000017,46.300000000000125,30.400000000000148
46000,26.200000000000145,47.10000000000011,31.000000000000128
47000,26.400000000000134,47.8000000000001,31.40000000000012
48000,26.400000000000134,47.600000000000094,31.500000000000114
49000,27.40000000000012,48.60000000000008,32.5000000000001
50000,27.20000000000013,48.70000000000009,32.60000000000011
51000,27.30000000000014,48.90000000000009,32.7000000000001
52000,28.70000000000013,49.500000000000085,33.3000000000001
53000,31.80000000000014,49.80000000000008,33.5000000000001
54000,33.900000000000134,49.90000000000008,33.5000000000001
55000,36.50000000000014,50.500000000000085,33.90000000000012
56000,40.00000000000014,51.000000000000085,34.600000000000136
57000,42.50000000000014,51.90000000000009,34.80000000000014
58000,45.300000000000125,52.60000000000008,35.300000000000125
59000,49.00000000000013,53.80000000000008,35.900000000000134
60000,54.20000000000013,54.40000000000009,36.30000000000014
61000,57.50000000000013,55.0000000000001,36.50000000000014
62000,61.70000000000013,55.2000000000001,36.50000000000014
63000,65.20000000000013,55.400000000000105,36.60000000000012
64000,68.10000000000014,55.60000000000011,36.60000000000012
65000,70.70000000000013,55.80000000000011,36.90000000000012
66000,72.10000000000012,55.400000000000105,36.90000000000012
67000,74.70000000000013,55.500000000000114,36.90000000000012
68000,77.50000000000014,55.70000000000012,37.400000000000105
69000,80.80000000000014,56.2000000000001,37.5000000000001
70000,84.40000000000013,57.0000000000001,38.0000000000001
71000,89.50000000000014,57.5000000000001,38.2000000000001
72000,94.80000000000014,58.20000000000009,38.400000000000105
73000,98.40000000000013,59.20000000000009,38.800000000000125
74000,103.80000000000013,59.80000000000008,39.00000000000013
75000,111.30000000000013,60.90000000000008,39.20000000000012
76000,114.90000000000015,61.100000000000094,39.50000000000014
77000,121.10000000000016,61.20000000000012,39.70000000000016
78000,126.00000000000018,61.600000000000136,39.70000000000017
79000,128.30000000000018,61.600000000000136,39.900000000000176
80000,133.4000000000002,62.10000000000015,40.70000000000017
81000,136.6000000000002,62.50000000000014,41.10000000000015
82000,139.4000000000002,62.600000000000136,41.30000000000017
83000,142.3000000000002,62.90000000000015,41.400000000000176
84000,146.00000000000023,63.100000000000165,41.60000000000018
85000,149.50000000000023,63.70000000000017,42.100000000000165
86000,154.00000000000023,64.00000000000017,42.40000000000019
87000,159.00000000000023,64.70000000000017,42.7000000000002
88000,165.30000000000024,65.70000000000017,43.00000000000021
89000,172.20000000000024,66.20000000000017,43.10000000000019
90000,178.20000000000024,66.90000000000018,43.400000000000176
91000,186.20000000000024,67.90000000000018,44.10000000000018
92000,192.40000000000023,68.10000000000016,44.20000000000017
93000,196.40000000000023,68.60000000000016,44.40000000000016
94000,201.60000000000025,68.70000000000019,44.60000000000019
95000,205.30000000000024,68.8000000000002,44.800000000000196
96000,208.00000000000023,68.70000000000019,44.800000000000196
97000,212.20000000000022,69.00000000000017,45.10000000000018
98000,217.50000000000023,69.60000000000016,45.600000000000136
99000,220.40000000000026,69.50000000000018,45.600000000000136
100000,224.40000000000026,70.3000000000002,45.90000000000015
101000,228.40000000000026,70.4000000000002,46.000000000000156
102000,232.70000000000027,71.20000000000022,46.400000000000176
103000,237.8000000000003,72.00000000000023,47.10000000000018
104000,242.2000000000003,72.90000000000023,47.70000000000019
105000,246.40000000000032,73.80000000000024,48.20000000000017
106000,252.5000000000003,74.40000000000023,48.900000000000176
107000,259.50000000000034,75.50000000000023,50.10000000000018
108000,265.4000000000003,76.20000000000023,50.400000000000176
109000,273.8000000000003,77.60000000000022,51.50000000000017
110000,280.6000000000003,78.70000000000023,52.50000000000017
111000,285.8000000000003,79.10000000000022,53.00000000000017
112000,288.5000000000003,79.60000000000022,53.400000000000176
113000,291.7000000000003,80.00000000000023,53.70000000000017
114000,296.8000000000003,80.30000000000021,54.30000000000017
115000,299.7000000000003,80.50000000000021,54.400000000000176
116000,304.10000000000025,81.00000000000023,54.70000000000019
117000,307.80000000000024,81.20000000000023,54.80000000000017
118000,312.2000000000002,81.60000000000022,55.500000000000156
119000,314.0000000000002,81.80000000000021,55.80000000000015
120000,318.2000000000002,82.30000000000021,56.200000000000145
121000,321.4000000000002,83.2000000000002,56.900000000000134
122000,327.2000000000002,84.7000000000002,58.100000000000165
123000,332.3000000000002,85.3000000000002,58.70000000000016
124000,338.3000000000002,86.40000000000019,59.90000000000016
125000,344.8000000000002,87.40000000000019,61.100000000000165
126000,351.1000000000002,88.5000000000002,61.900000000000176
127000,355.6000000000002,88.8000000000002,62.60000000000018
128000,361.00000000000017,89.60000000000018,63.20000000000019
129000,367.9000000000002,90.00000000000018,64.1000000000002
130000,373.8000000000002,90.30000000000018,64.1000000000002
131000,379.0000000000002,90.60000000000021,64.6000000000002
132000,383.10000000000025,90.60000000000021,64.8000000000002
133000,387.90000000000026,92.7000000000002,67.1000000000002
134000,392.30000000000024,93.2000000000002,67.70000000000019
135000,395.80000000000024,94.2000000000002,68.70000000000019
136000,400.7000000000002,94.80000000000018,69.40000000000016
137000,404.5000000000002,95.20000000000019,70.30000000000018
138000,409.4000000000002,95.00000000000018,70.90000000000018
139000,411.8000000000002,95.00000000000018,71.20000000000017
140000,416.00000000000017,95.00000000000018,71.80000000000018
141000,420.50000000000017,95.90000000000018,72.60000000000016
142000,424.1000000000002,96.20000000000022,72.9000000000002
#count,ecpfht-arf,ecpfarf-arf,sarf-arf
1000,33.851577152674565,32.69060410494918,0.0
2000,63.45901801460135,65.99549834366725,0.0
3000,83.27611185029718,87.33296424349791,0.6060918716829136
4000,100.52072682593972,103.47986898430898,12.733074225668567
5000,112.56358486234723,114.76702897664904,18.934129585378535
6000,123.01457294348259,124.41283668604058,24.220182635052673
7000,126.2450758531557,128.32707518114532,31.965825846650525
8000,135.8712218216741,139.41176589148935,42.26339488701081
9000,137.0117421641171,143.99709299174629,47.33327016506376
10000,142.27674648977774,147.92104583597472,52.53372173896222
11000,145.67529956786385,149.6932303783256,55.12673168263499
12000,150.8314247710796,154.11194082880905,61.66287182373606
13000,159.13603320403473,160.05677024081848,65.28699682556018
14000,164.16841805324083,166.68193449007768,70.4180795777769
15000,164.8525400576081,168.42057441005255,73.72740560501433
16000,172.2579038286945,174.63875751195195,75.79469200381526
17000,181.14631733656373,183.8890402548513,81.44823464634086
18000,183.81309495664843,188.66297311481742,83.71487222770585
19000,181.8652742686631,189.2126410674339,85.2150209748312
20000,180.59857242051845,192.14540709923466,86.54209202809135
21000,185.06962995240653,198.45837314430466,87.55526796519204
22000,188.68344167705476,202.19187730933572,86.1274344225308
23000,188.620863099676,203.81760740069066,86.220794142662
24000,190.10715649527629,204.0393968026205,87.16674658257237
25000,185.76964611528277,204.0602399261212,87.65941288450702
26000,184.5153640869383,207.14918743648724,89.28906881019898
27000,188.17985863540508,211.26757639910178,89.50763296506248
28000,185.28676556567805,210.19660794034763,89.62656836989945
29000,179.49787062410553,210.42046400186598,91.8040826722446
30000,183.8222358179217,215.10617362056837,92.97457808027579
31000,185.47183296587863,217.2905460071318,95.30575264746595
32000,183.05118158875655,219.33601035795724,96.90281801030379
33000,176.42925530432393,219.33062965614403,97.71084169518393
34000,177.78462699622213,223.51268149675218,99.48099010182125
35000,180.38074254157544,226.26371857542983,100.10965931460468
36000,175.94388054096814,221.46872177932448,99.83765573966399
37000,173.36777110061158,223.16317626428742,101.81793939621015
38000,166.71063154730857,220.77246253386264,102.08747131916458
39000,167.5297378966739,225.4343982910492,103.17543900929927
40000,169.92345195836253,225.558699247888,106.14241837184291
41000,180.09147702331188,232.0184401626642,108.68962625296112
42000,184.255225123052,235.58421078602225,109.13216481435154
43000,184.32330716229913,235.05765851937616,109.50423252925756
44000,183.9571557916106,234.64300473495018,110.31911889612164
45000,185.74330506003324,235.56401975437376,111.2851897144533
46000,190.64065150347255,240.92972035393467,113.71104988474676
47000,188.3230529699881,239.98508621749136,114.92623010823031
48000,185.94446010265196,237.20168603463094,114.76247565062198
49000,189.66113325612463,241.03135345929383,119.62186235664133
50000,192.7828748931304,245.10183041400188,120.54142373557876
51000,190.67591199002703,243.68887611988478,120.84025320292214
52000,193.83236068610498,244.8559678755937,122.22335850710792
53000,207.37359224811132,250.20577124009787,122.58971577930136
54000,210.77568536954388,248.93788527948726,122.53787568898792
55000,221.10698287418933,251.08480621744422,124.52033034986154
56000,225.1185673489644,247.32098166450496,125.26903954497863
57000,232.93436462932374,249.7462346188109,125.85424165178786
58000,244.96258562365955,256.7393583097174,127.96630229320013
59000,259.10948503618846,263.98167399488483,129.83413972102264
60000,274.70817521652555,267.89445996828056,132.455476242972
61000,283.08267737620815,268.56480632386103,132.3387254608944
62000,297.0793563342293,269.0757527096025,132.71090002598515
63000,312.2917442710915,273.6529212973826,133.42644700831255
64000,328.549485332456,279.3769970668977,133.32185066328105
65000,335.51112959914985,277.6530469354786,134.12352235422154
66000,345.38659250530975,278.01529685536946,133.21510010804946
67000,355.26478608815023,280.73121908513144,133.21510010804946
68000,362.7244135509055,278.0712684986582,134.78153747132433
69000,373.03588891417394,279.8780095431125,135.3529961226003
70000,387.4242277399382,284.07574490532204,137.46529259055848
71000,402.94124358382186,287.40036284975076,138.04391027507583
72000,415.2819845243457,287.3841140533183,138.49753423555734
73000,426.9268758886369,291.96607435320374,140.2608110346531
74000,437.99732872943895,290.52287678579796,140.78937472146933
75000,458.1521891514253,295.1085584003183,141.4346778163526
76000,472.5303113520788,298.02716241749386,141.84094487806672
77000,489.2783438562161,298.42568737128124,142.0189849754393
78000,508.99244278003994,302.0669521704335,143.2579166434104
79000,518.139067805891,300.26134748429644,144.62033112232106
80000,534.5172493307824,304.74045904792206,147.47375813422258
81000,547.7323410602947,306.92558274964574,149.6598859891523
82000,559.844105150823,306.69142164284995,149.9997339308705
83000,573.0487721290986,307.96514331681607,151.38482819194834
84000,585.1500871737629,308.64771604260886,151.60111132484957
85000,602.708963723029,314.99119095087985,153.55123288626183
86000,613.9979885458074,314.800619544892,153.88460796792765
87000,628.4717128125279,316.83567072592274,154.86248509739465
88000,640.6133460547837,314.84131020599114,156.03076007893236
89000,664.4409133843259,320.8647573470822,156.68703279903622
90000,682.668992380401,324.3800915920207,157.07442771109478
91000,703.1299595686447,326.50353774474456,158.81155391030816
92000,723.3509768893746,326.80718965289185,159.0487042884106
93000,738.2069824143024,331.43692313273186,159.39197152853615
94000,757.7402522722921,333.3632716728856,160.36844811196022
95000,775.5485808515958,335.7660532316716,160.8520795826139
96000,768.8660431579067,317.1684793697163,160.8520795826139
97000,793.7305576555738,324.547798389668,163.14999641409185
98000,809.0539205170385,327.64023183972307,165.41697011564395
99000,815.959587403556,323.69341580692765,165.41697011564395
100000,826.0150452221229,325.1831256909877,166.7201801776855
101000,838.7689699451155,324.6361042108348,166.79913353682585
102000,852.0088537500867,326.2800863472479,169.0170901675914
103000,873.7547684334074,333.2173212434054,172.38712587813174
104000,890.916011783084,340.7035579575841,174.6363741788494
105000,903.0838644498681,343.8593740425258,176.16099897075182
106000,923.974582373009,347.43285857779335,178.96685220055258
107000,950.5271936123702,358.36469008551376,184.19088071327315
108000,969.5673506857287,360.75209752013336,185.3615717049516
109000,989.8650356947503,363.3656338622893,188.56758045019683
110000,1013.6366055666181,368.9975648271481,194.63670847744368
111000,1029.24405375641,370.9277488556766,196.45075997587776
112000,1039.4588694487916,371.6460782600412,197.45627423195074
113000,1049.2767856304897,369.4239002504529,198.7283281198114
114000,1061.844035677352,369.39293465440653,199.75795587006223
115000,1082.557744706453,375.1641375376397,201.9228118871817
116000,1099.980339242702,379.98003065126716,204.08385515804855
117000,1110.7584010136377,377.5524569386363,204.26000904894408
118000,1119.996876869773,376.93076026914423,206.0696063728309
119000,1130.6869850880346,377.82581022476865,207.23654829200473
120000,1144.3733614947323,380.3512712955843,210.04279273627955
121000,1161.3505532786814,386.3530575577959,213.47642942498285
122000,1178.7820912704738,391.114642454448,217.76665825891263
123000,1193.8571174753397,392.59729201367685,218.6723666570707
124000,1210.8728688103774,397.53289912226614,222.17839737454392
125000,1225.943280865245,399.3230864035454,225.50565996253687
126000,1240.1875820278726,401.8655362885109,228.25770820964888
127000,1248.8034886691264,399.61131729309676,229.91047144501795
128000,1269.955181340517,408.84621382154654,231.54639509388213
129000,1285.9047228867953,408.91139714241126,234.5711101665833
130000,1301.3165669062305,410.6817328041179,234.1011464316192
131000,1316.7237673787151,411.0122786055134,235.92337509334033
132000,1334.0459468341267,413.7977462055713,238.58707291866634
133000,1358.3704619069463,427.973603350991,245.76108391490953
134000,1374.9636793431223,432.2865683001928,247.5518700252997
135000,1387.3645191468681,436.1815977209143,250.0484010641062
136000,1402.499791070837,437.6757277452177,251.44208871433364
137000,1417.1018384882343,441.6448881203778,255.27403610391815
138000,1430.3286880658056,442.61112464636597,256.36918737421246
139000,1438.446720847509,441.7039988243705,257.3105168028891
140000,1451.6486883106902,440.1791885987242,259.9373188169246
141000,1467.6559274619137,445.53541322279534,263.00688948814235
142000,1481.1197918752623,446.0484274981354,265.49716406997413
